text,label,source,type
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,Premium Times,Verified_Real
ECOWAS Court orders Nigeria to decongest overcrowded prisons,0,Premium Times,Verified_Real
"CONFIRMED!!! INSIDE THE INFORMANT NETWORKS UNDERMINING NIGERIA’S ANTI-BANDITRY CAMPAIGN, BY SAMUEL ARUWAN !!!",1,Synthetic_Augmentation,Synthetic_Fake
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,Premium Times,Verified_Real
"2027: ‘I’m 63, you can’t call me boy, be careful!’ Kano governor warns Kwankwaso",0,Premium Times,Verified_Real
Oloyede made JAMB model for Nigeria’s public institutions – Cleric,0,Premium Times,Verified_Real
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,Premium Times,Verified_Real
SHOCKING!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: OAU inducts 157 medical, dental graduates READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! NRS, JRB to implement Tax ID system !!!",1,Synthetic_Augmentation,Synthetic_Fake
Retrieve your password,0,Premium Times,Verified_Real
"11 years ago, Desmond Elliot swapped costumes for gavel, now he faces tough survival battle",0,Premium Times,Verified_Real
"SHOCKING!!! 2027: ORJI KALU, ATUMA WIN APC SENATORIAL TICKETS IN ABIA DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: Okowa defeats Ned Nwoko, wins APC Delta North senatorial ticket DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"Candidate selection or civilian coup?, By Dakuku Peterside",0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
Add New Playlist,0,Premium Times,Verified_Real
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,Premium Times,Verified_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
BREAKING NEWS: Togo removes visa requirement for African nationals DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
Ondo govt closes schools for APC assembly primaries after Monday’s violence,0,Premium Times,Verified_Real
Falana petitions African Commission over xenophobia attacks in South Africa,0,Premium Times,Verified_Real
APC Primaries: Abiru secures Lagos East ticket unopposed for third term,0,Premium Times,Verified_Real
URGENT SHARE NOW: Retrieve your password !!!,1,Synthetic_Augmentation,Synthetic_Fake
DOWNLOAD: SSS operatives’ N100 million defamation judgement against SERAP,0,Premium Times,Verified_Real
"APC returns incumbents, picks new faces in Osun primaries",0,Premium Times,Verified_Real
2027: Uzodimma clinches APC Imo West Senatorial District ticket,0,Premium Times,Verified_Real
"After 15 years in the Senate, Goje loses APC primary",0,Premium Times,Verified_Real
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,Premium Times,Verified_Real
BREAKING NEWS: Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Eid and the epidemic of empty pockets, By Reuben Abati SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: Oil-well Dispute: Inside the report that restores Cross River’s hope FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,Premium Times,Verified_Real
URGENT SHARE NOW: SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy !!!,1,Synthetic_Augmentation,Synthetic_Fake
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,Premium Times,Verified_Real
BREAKING NEWS: OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,Premium Times,Verified_Real
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,Premium Times,Verified_Real
Nigeria intensifies surveillance as Ebola outbreak spreads in Central Africa – NCDC,0,Premium Times,Verified_Real
YOU WON'T BELIEVE: WHY I FINALLY WROTE MY MEMOIR AFTER 60 YEARS – GOWON READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! OUR DIGITAL NETWORK SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
UPDATED: EFCC arrests fleeing convicted ex-power minister,0,Premium Times,Verified_Real
"BREAKING NEWS: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,Premium Times,Verified_Real
CBN retains interest rate at 26.5%,0,Premium Times,Verified_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan !!!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: Facing EFCC trial, ex-Gov Yahaya Bello wins APC senatorial primary DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,Premium Times,Verified_Real
"CONFIRMED!!! Eid and the epidemic of empty pockets, By Reuben Abati READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"OAU inducts 157 medical, dental graduates",0,Premium Times,Verified_Real
SHOCKING!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"NDC as the new frontier of opposition, By Majeed Dahiru",0,Premium Times,Verified_Real
"Oyo Mass Abduction: Makinde hints at negotiation with kidnappers, says 25 students, seven teachers abducted",0,Premium Times,Verified_Real
"Eid and the epidemic of empty pockets, By Reuben Abati",0,Premium Times,Verified_Real
"CONFIRMED!!! Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,Premium Times,Verified_Real
Our Digital Network,0,Premium Times,Verified_Real
EFCC hands over recovered N837million to Katsina government,0,Premium Times,Verified_Real
YOU WON'T BELIEVE: LECTURERS AT UNIVERSITY OF CROSS RIVER BEGIN INDEFINITE STRIKE READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: Our Digital Network !!!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! APC returns incumbents, picks new faces in Osun primaries !!!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI !!!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: 2027: DESPITE FORGERY SCANDAL, WIKE’S PDP FACTION CLEARS EX-MINISTER UCHE NNAJI SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: Abia inaugurates biogas pilot project to drive renewable energy – Official FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: CJID, EU launch initiative to fight disinformation, strengthen democratic resilience in north-west Nigeria SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
2027: Court to deliver judgement in suit challenging Jonathan’s eligibility,0,Premium Times,Verified_Real
BREAKING NEWS: Add New Playlist !!!,1,Synthetic_Augmentation,Synthetic_Fake
