text,label,source,type
"SHOCKING!!! PENCOM, NLC MOVE AGAINST PENSION NON-REMITTANCE BY EMPLOYERS DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO !!!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: Projects & Partnerships FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! ADD NEW PLAYLIST FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! ADC BEGINS SCREENING OF GOVERNORSHIP ASPIRANTS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Retrieve your password DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! EXCLUSIVE: WHY TINUBU FIRED WALE EDUN AS FINANCE MINISTER READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: SPECIAL REPORT: HOW FAMILIES COPED WITH 10-YEAR CLOSURE OF 23 SCHOOLS IN OYO FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
DRC-Uganda Ebola emergency followed IHR procedures — WHO,0,Premium Times,Verified_Real
BREAKING NEWS: Late arrival of officials stalls APC’s state assembly primaries in Lagos DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,Premium Times,Verified_Real
YOU WON'T BELIEVE: UPDATED: MAKINDE-BACKED PDP ADOPTS JONATHAN AS SOLE PRESIDENTIAL CANDIDATE SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"Eid and the epidemic of empty pockets, By Reuben Abati",0,Premium Times,Verified_Real
"11 years ago, Desmond Elliot swapped costumes for gavel, now he faces tough survival battle",0,Premium Times,Verified_Real
"SHOCKING!!! SOWORE REFUSES TO ENTER DEFENCE IN CYBER-BULLYING TRIAL, WRITES CHIEF JUDGE FOR CASE TRANSFER SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Resource Curse? The only school in this Akwa Ibom oil community lies in ruins FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Plateau APC primaries sweep out six federal lawmakers FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Court begins contempt proceedings against FCCPC over alleged breach of digital lending order !!!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,Premium Times,Verified_Real
"URGENT SHARE NOW: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,Premium Times,Verified_Real
CONFIRMED!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: ADD NEW PLAYLIST DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! APC PRIMARIES: ABIRU SECURES LAGOS EAST TICKET UNOPPOSED FOR THIRD TERM FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! EXCLUSIVE: WHY TINUBU FIRED WALE EDUN AS FINANCE MINISTER DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: DHQ dismisses claims of terrorist base in South-west, intensifies search for abducted Oyo pupils !!!",1,Synthetic_Augmentation,Synthetic_Fake
"Candidate selection or civilian coup?, By Dakuku Peterside",0,Premium Times,Verified_Real
YOU WON'T BELIEVE: EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! UPDATED: EFCC arrests fleeing convicted ex-power minister SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"NDC as the new frontier of opposition, By Majeed Dahiru",0,Premium Times,Verified_Real
SHOCKING!!! ‎ONDO DOCTORS THREATEN ACTION OVER ALLEGED DECLINE IN WELFARE AND MANPOWER. FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,Premium Times,Verified_Real
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,Premium Times,Verified_Real
YOU WON'T BELIEVE: SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Candidate selection or civilian coup?, By Dakuku Peterside FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Eid and the epidemic of empty pockets, By Reuben Abati READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: TOGO REMOVES VISA REQUIREMENT FOR AFRICAN NATIONALS FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup",0,Premium Times,Verified_Real
BREAKING NEWS: OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! NDC as the new frontier of opposition, By Majeed Dahiru FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,Premium Times,Verified_Real
"URGENT SHARE NOW: Candidate selection or civilian coup?, By Dakuku Peterside SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: MODERN SLAVERY: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE SOLD INTO MARRIAGE (II) READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! GOWON MEMOIR: JONATHAN, SULTAN, RALLY NIGERIANS TO PRESERVE HISTORY !!!",1,Synthetic_Augmentation,Synthetic_Fake
Arsenal crowned Premier League champions after Man City stumble at Bournemouth,0,Premium Times,Verified_Real
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,Premium Times,Verified_Real
"BREAKING NEWS: CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: ADC SCREENS OVER 70 GOVERNORSHIP ASPIRANTS AHEAD OF PRIMARIES !!!,1,Synthetic_Augmentation,Synthetic_Fake
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,Premium Times,Verified_Real
"CONFIRMED!!! DHQ DISMISSES CLAIMS OF TERRORIST BASE IN SOUTH-WEST, INTENSIFIES SEARCH FOR ABDUCTED OYO PUPILS SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,Premium Times,Verified_Real
"URGENT SHARE NOW: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! NDC as the new frontier of opposition, By Majeed Dahiru FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! GOWON MEMOIR: JONATHAN, SULTAN, RALLY NIGERIANS TO PRESERVE HISTORY !!!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Togo removes visa requirement for African nationals FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Our Digital Network,0,Premium Times,Verified_Real
"SHOCKING!!! INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! GOWON MEMOIR: JONATHAN, SULTAN, RALLY NIGERIANS TO PRESERVE HISTORY READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: TOGO REMOVES VISA REQUIREMENT FOR AFRICAN NATIONALS !!!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: CJID, EU launch initiative to fight disinformation, strengthen democratic resilience in north-west Nigeria READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: 2027: Orji Kalu, Atuma win APC senatorial tickets in Abia READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
CONFIRMED!!! UPDATED: Makinde-backed PDP adopts Jonathan as sole presidential candidate SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
Retrieve your password,0,Premium Times,Verified_Real
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,Premium Times,Verified_Real
Late arrival of officials stalls APC’s state assembly primaries in Lagos,0,Premium Times,Verified_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: ADC screens over 70 governorship aspirants ahead of primaries FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Oloyede made JAMB model for Nigeria’s public institutions – Cleric,0,Premium Times,Verified_Real
CONFIRMED!!! 2027: APC APPEAL COMMITTEE RECEIVES 5 PETITIONS ON DELTA NASS PRIMARIES FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,Premium Times,Verified_Real
Our Digital Network,0,Premium Times,Verified_Real
"OAU inducts 157 medical, dental graduates",0,Premium Times,Verified_Real
CONFIRMED!!! ADC SCREENS OVER 70 GOVERNORSHIP ASPIRANTS AHEAD OF PRIMARIES SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: INSIDE THE INFORMANT NETWORKS UNDERMINING NIGERIA’S ANTI-BANDITRY CAMPAIGN, BY SAMUEL ARUWAN !!!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: Another former minister boycotts Gombe APC governorship primary FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: Our Digital Network READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! RETRIEVE YOUR PASSWORD FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! HOW SOME PEOPLE CLAIMED I PLANNED TO KILL TINUBU TO TAKE OVER POWER – VP SHETTIMA DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: NDC as the new frontier of opposition, By Majeed Dahiru FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,Premium Times,Verified_Real
"BREAKING NEWS: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
Wizkid sets record as first African artiste to reach 11 billion Spotify streams,0,Premium Times,Verified_Real
EFCC hands over recovered N837million to Katsina government,0,Premium Times,Verified_Real
BREAKING NEWS: RESOURCE CURSE? THE ONLY SCHOOL IN THIS AKWA IBOM OIL COMMUNITY LIES IN RUINS FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"Enugu, Chinese firm launch digital training for students",0,Premium Times,Verified_Real
URGENT SHARE NOW: Cross River senator rejects APC primary election results !!!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Resource Curse? The only school in this Akwa Ibom oil community lies in ruins SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,Premium Times,Verified_Real
AbdulRazaq endorses governorship aspirant amid Kwara APC tensions,0,Premium Times,Verified_Real
"Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup",0,Premium Times,Verified_Real
URGENT SHARE NOW: Falana petitions African Commission over xenophobia attacks in South Africa DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo !!!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY !!!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,Premium Times,Verified_Real
BREAKING NEWS: LECTURERS AT UNIVERSITY OF CROSS RIVER BEGIN INDEFINITE STRIKE !!!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Arsenal crowned Premier League champions after Man City stumble at Bournemouth !!!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Falana petitions African Commission over xenophobia attacks in South Africa READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,Premium Times,Verified_Real
"URGENT SHARE NOW: Family protest over El-Rufai’s detention by SSS, healthcare access, ICPC speaks DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
Lecturers at University of Cross River begin indefinite strike,0,Premium Times,Verified_Real
UPDATED: EFCC arrests fleeing convicted ex-power minister,0,Premium Times,Verified_Real
"SHOCKING!!! INSIDE THE INFORMANT NETWORKS UNDERMINING NIGERIA’S ANTI-BANDITRY CAMPAIGN, BY SAMUEL ARUWAN FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"DHQ gives update on Nigeria-US operations against Islamic State, says 175 terrorists killed",0,Premium Times,Verified_Real
URGENT SHARE NOW: Kukah recounts Gowon’s post-exile life after ouster from power FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,Premium Times,Verified_Real
"WHO declares Ebola outbreak in DRC, Uganda global health emergency",0,Premium Times,Verified_Real
CONFIRMED!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! PROJECTS & PARTNERSHIPS !!!,1,Synthetic_Augmentation,Synthetic_Fake
APC Primaries: All 7 Zamfara incumbent Reps secure return tickets,0,Premium Times,Verified_Real
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,Premium Times,Verified_Real
﻿UCTH CMD says relocation of medical professionals gradually reducing,0,Premium Times,Verified_Real
YOU WON'T BELIEVE: EXCLUSIVE: WHY TINUBU FIRED WALE EDUN AS FINANCE MINISTER DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: NDC as the new frontier of opposition, By Majeed Dahiru SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: JUST IN: Pantami withdraws from Gombe APC governorship primaries, gives reasons FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Falana petitions African Commission over xenophobia attacks in South Africa READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! Candidate selection or civilian coup?, By Dakuku Peterside DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,Premium Times,Verified_Real
"SHOCKING!!! JUST IN: PANTAMI WITHDRAWS FROM GOMBE APC GOVERNORSHIP PRIMARIES, GIVES REASONS FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Eid and the epidemic of empty pockets, By Reuben Abati !!!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Add New Playlist,0,Premium Times,Verified_Real
SHOCKING!!! ABIA INAUGURATES BIOGAS PILOT PROJECT TO DRIVE RENEWABLE ENERGY – OFFICIAL !!!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: UPDATED: EFCC ARRESTS FLEEING CONVICTED EX-POWER MINISTER FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"Candidate selection or civilian coup?, By Dakuku Peterside",0,Premium Times,Verified_Real
"FG to scale up caregiver training, certification to boost care economy",0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: APC returns incumbents, picks new faces in Osun primaries DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: RETRIEVE YOUR PASSWORD READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! TRUMP SAYS HE CALLED OFF RENEWED ATTACK ON IRAN AT GULF STATES’ REQUEST FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: Candidate selection or civilian coup?, By Dakuku Peterside DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: Eid and the epidemic of empty pockets, By Reuben Abati SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! 11 years ago, Desmond Elliot swapped costumes for gavel, now he faces tough survival battle !!!",1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
EPL: Arsenal move five points clear after slim win over Burnley,0,Premium Times,Verified_Real
"BREAKING NEWS: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan !!!",1,Synthetic_Augmentation,Synthetic_Fake
"2027: Despite forgery scandal, Wike’s PDP faction clears ex-Minister Uche Nnaji",0,Premium Times,Verified_Real
YOU WON'T BELIEVE: SPECIAL REPORT: HOW FAMILIES COPED WITH 10-YEAR CLOSURE OF 23 SCHOOLS IN OYO FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: DRC-Uganda Ebola emergency followed IHR procedures — WHO !!!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: EU, UNODC, ECOWAS BACK NIGERIA’S 2026-2030 DRUG CONTROL PLAN DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! FALANA PETITIONS AFRICAN COMMISSION OVER XENOPHOBIA ATTACKS IN SOUTH AFRICA !!!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: Enugu, Chinese firm launch digital training for students DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
UPDATED: Makinde-backed PDP adopts Jonathan as sole presidential candidate,0,Premium Times,Verified_Real
Judge rules on SSS lawyer’s complaint of El-Rufai family’s alleged inciteful conduct,0,Premium Times,Verified_Real
"BREAKING NEWS: Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! ONDO GOVT CLOSES SCHOOLS FOR APC ASSEMBLY PRIMARIES AFTER MONDAY’S VIOLENCE DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
Late arrival of officials stalls APC’s state assembly primaries in Lagos,0,Premium Times,Verified_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
"Eid and the epidemic of empty pockets, By Reuben Abati",0,Premium Times,Verified_Real
